eaAreaName,easting,gridReference,label,lat,long,measures_label,measure_value,measure_date_time,measure_date,measures_notation,measures_parameter,measures_parameterName,measures_period,measures_qualifier,measures_valueType,stationReference,northing
,,SD5430,Moor Park Deepdale,,,Moor Park Deepdale - level-groundwater-i-1_h-m,21.115,2023-08-09T05:00:00Z,2023-08-09,SD53_68-level-groundwater-i-1_h-m,level,Water Level,3600,Groundwater,instantaneous,SD53_68,
,460693,SK6069304566,Spinney Hill Park LVL,52.635449,-1.104604,Spinney Hill Park LVL - level-stage-i-15_min-mASD,0.036,2023-08-09T21:30:00Z,2023-08-09,4761-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,4761,304566
Midlands - Staffordshire Warwickshire and West Midlands,423900,,Drakelow,52.780647,-1.647106,Drakelow LVL - level-stage-i-15_min-mASD,1.235,2023-08-09T21:30:00Z,2023-08-09,4019-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,4019,320400
North West - Greater Manchester Merseyside and Cheshire,382420,,Adelphi Weir,53.485246,-2.26639,,,,,,,,,,,690511,398760
,402611,SZ0261179124,SWANAGE KING GEORGES FIELD FAS,50.611822,-1.964452,SWANAGE KING GEORGES FIELD FAS - level-stage-i-15_min-m,0.271,2023-08-09T21:15:00Z,2023-08-09,44225-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,44225,79124
,523450,TQ234737,Rainfall station,51.449283,-0.224851,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,287283TP-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,287283TP,173750
North West - Cumbria and Lancashire,367783,SD6778325576,Ewood Ashville Terrace South,53.72557,-2.489743,Ewood Ashville Terrace South - level-logged-i-15_min-m,-0.001,2023-08-09T21:30:00Z,2023-08-09,713207a-level-logged-i-15_min-m,level,Water Level,900,Logged,instantaneous,713207a,425576
,509950,TQ099846,Rainfall station,51.550032,-0.415648,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,247344TP-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,247344TP,184650
,542907,TQ4290721374,GOLDBRIDGE GS,50.974053,0.034122,GOLDBRIDGE GS - flow--i-15_min-m3_s,0.84,2023-08-09T21:30:00Z,2023-08-09,E8222-flow--i-15_min-m3_s,flow,Flow,900,,instantaneous,E8222,121374
Thames - Hertfordshre and North London,544137,TQ4413795572,Loughton,51.640481,0.081584,RIVER RODING AT LOUGHTON - level-stage-i-15_min-mASD,0.124,2023-08-09T21:30:00Z,2023-08-09,5470TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,5470TH,195572
North East - Northumberland Durham and Tees,454311,NZ5431123508,Tees Dock,54.603816,-1.16076,Tees Dock - level-tidal_level-i-15_min-mAOD,1.639,2023-08-09T21:30:00Z,2023-08-09,L3901-level-tidal_level-i-15_min-mAOD,level,Water Level,900,Tidal Level,instantaneous,L3901,523508
North East - Yorkshire,442500,,Crakehill,54.153752,-1.350739,,,,,,,,,,,F2302,473300
North East - Northumberland Durham and Tees,385600,,Wearhead,54.753822,-2.225251,,,,,,,,,,,024010,539900
,636400,TM3640091600,ELLINGHAM MILL SLUICE,52.471099,1.479204,ELLINGHAM MILL SLUICE - flow-stage-i-15_min-m3_s,1.159,2023-08-09T21:30:00Z,2023-08-09,E22211-flow-stage-i-15_min-m3_s,flow,Flow,900,Stage,instantaneous,E22211,291600
,435750,SU357216,Rainfall station,50.993139,-1.491976,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,E13560-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E13560,121650
Thames - Hertfordshre and North London,510916,TL1091611904,Redbourn,51.794792,-0.393076,,,,,,,,,,,2815TH,211904
North East - Yorkshire,442527,SK4252688385,Catcliffe,53.390594,-1.361999,Catcliffe - level-stage-i-15_min-mAOD,25.502,2023-08-09T21:30:00Z,2023-08-09,L0303-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,L0303,388386
North East - Northumberland Durham and Tees,411800,,Bedburn,54.6847,-1.818483,Bedburn - level-stage-i-15_min-m,0.257,2023-08-09T18:15:00Z,2023-08-09,024004-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,024004,532200
North East - Yorkshire,460622,SE6062251328,York Castle Mills Sluices,53.954489,-1.077675,York Foss Barrier - level-stage-i-15_min-mAOD,7.577,2023-08-09T18:15:00Z,2023-08-09,L2471-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,L2471,451328
North East - Yorkshire,413700,,Brighouse,53.701444,-1.793955,Brighouse - level-stage-i-15_min-m,-1.297,2023-08-09T21:30:00Z,2023-08-09,L1202-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,L1202,422800
North East - Yorkshire,411322,SE1132216295,Huddersfield Royd Street,53.643033,-1.83021,Huddersfield Royd Street - level-stage-i-15_min-m,0.005,2023-08-09T21:30:00Z,2023-08-09,L1141-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,L1141,416295
,,SJ6024,Heath House ABH,,,Heath House ABH - level-groundwater-i-1_h-mBDAT,5.56,2023-08-09T21:00:00Z,2023-08-09,26144-level-groundwater-i-1_h-mBDAT,level,Water Level,3600,Groundwater,instantaneous,26144,
,,SP6028,Fringford PS OBH,,,Fringford PS OBH - level-groundwater-i-1_h-mAOD,96.085,2023-08-09T10:00:00Z,2023-08-09,SP62_1-level-groundwater-i-1_h-mAOD,level,Water Level,3600,Groundwater,instantaneous,SP62_1,
,360775,ST6077574748,EASTVILLE,51.470324,-2.566101,EASTVILLE - level-downstage-i-15_min-mAOD,7.139,2023-08-09T21:30:00Z,2023-08-09,531162-level-downstage-i-15_min-mAOD,level,Water Level,900,Downstream Stage,instantaneous,531162,174748
,375128,SJ7512859080,Wheelock Crewe Road,53.128288,-2.373152,Wheelock Crewe Road - level-stage-i-15_min-m,0.41,2023-08-09T21:30:00Z,2023-08-09,681290-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,681290,359080
North East - Yorkshire,447700,,Adwick,53.512513,-1.282162,Adwick - level-stage-i-15_min-m,0.324,2023-08-09T21:30:00Z,2023-08-09,F0803-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,F0803,402000
,479140,SP7914060460,NORTHAMPTON WASHLANDS AUTO,52.236646,-0.842511,NORTHAMPTON WASHLANDS AUTO - level-stage-i-15_min-mAOD,52.784,2023-08-09T21:00:00Z,2023-08-09,E6135-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E6135,260460
,296440,SX9644093959,EXETER OLD PINN LANE,50.735979,-3.468887,EXETER OLD PINN LANE - level-stage-i-15_min-m,0.016,2023-08-09T21:30:00Z,2023-08-09,E80883-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,E80883,93959
North East - Yorkshire,498863,SE9886385718,Forge Valley,54.257576,-0.48388,Forge Valley - level-stage-i-15_min-m,0.313,2023-08-09T18:00:00Z,2023-08-09,F2709-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,F2709,485718
Anglian - Essex Norfolk and Suffolk,590676,TL 90675 34049,Bures Bridge,51.972195,0.774544,BURES BRIDGE LS - level-stage-i-15_min-mASD,0.297,2023-08-09T05:30:00Z,2023-08-09,E21856-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,E21856,234050
North East - Yorkshire,505397,TA0539739744,Beverley Shipyard,53.843243,-0.399574,Beverley Shipyard - level-stage-i-15_min-mAOD,2.007,2023-08-09T21:15:00Z,2023-08-09,L3204-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,L3204,439744
South West - Wessex,364824,,Compton Dando,51.380436,-2.506812,COMPTON DANDO - level-stage-i-15_min-m,0.483,2023-08-09T21:30:00Z,2023-08-09,53125-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,53125,164721
,426750,SP267410,Rainfall station,52.067173,-1.611177,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,1087-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,1087,241050
North East - Northumberland Durham and Tees,394900,,Middleton,54.620104,-2.080488,,,,,,,,,,,F3505,525000
Anglian - Lincolnshire and Northamptonshire,474000,,Little Bowden,52.473218,-0.911988,RIVER JORDAN GS - level-stage-i-15_min-m,0.026,2023-08-09T04:45:00Z,2023-08-09,E1183-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,E1183,286700
South West - Wessex,388334,,Blandford,50.853069,-2.167089,BLANDFORD RL - level-stage-i-15_min-mASD,0.206,2023-08-09T21:30:00Z,2023-08-09,43210-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,43210,105964
,384450,SJ844895,Didsbury,53.402528,-2.23534,Didsbury - level-stage-i-15_min-m,2.989,2023-08-09T21:30:00Z,2023-08-09,692706-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,692706,389550
,429050,SK290148,Rainfall station,52.730505,-1.571247,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,3057-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,3057,314850
,,SD4843,Butlers Arms Farm T38,,,Butlers Arms Farm T38 - level-groundwater-i-1_h-m,3.719,2023-08-09T05:00:00Z,2023-08-09,SD44_24-level-groundwater-i-1_h-m,level,Water Level,3600,Groundwater,instantaneous,SD44_24,
Anglian - Lincolnshire and Northamptonshire,553200,,Boygrift,53.293005,0.297051,BOYGRIFT TS SUTTON ON SEA WITS - level-tidal_level-i-15_min-mAOD,0.655,2023-08-09T21:30:00Z,2023-08-09,E1538-level-tidal_level-i-15_min-mAOD,level,Water Level,900,Tidal Level,instantaneous,E1538,379800
,530350,TQ303238,Rainfall station,50.999283,-0.143741,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,E9350-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E9350,123850
,,SU9997,AMERSHAM ROAD OBH,,,AMERSHAM ROAD OBH - level-groundwater-i-1_h-mAOD,78.033,2023-08-09T10:00:00Z,2023-08-09,SU99_67-level-groundwater-i-1_h-mAOD,level,Water Level,3600,Groundwater,instantaneous,SU99_67,
South West - Devon and Cornwall,295931,,Swans Nest,50.678093,-3.474283,EXMINSTER MARSHES SWANS NEST - level-stage-i-15_min-m,0.268,2023-08-09T21:00:00Z,2023-08-09,45141-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,45141,87530
,483550,SU835144,Rainfall station,50.923464,-0.81265,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,E11191-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E11191,114450
North West - Greater Manchester Merseyside and Cheshire,379900,,Bury Ground,53.598766,-2.305182,,,,,,,,,,,690160,411400
Midlands - Staffordshire Warwickshire and West Midlands,423130,SK 2313 3365,Sutton Mill,52.899788,-1.657587,Sutton Mill LVL - level-stage-i-15_min-mASD,0.649,2023-08-09T21:30:00Z,2023-08-09,4166-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,4166,333650
Thames - Hertfordshre and North London,504169,TQ0416975206,Stanwell Mill,51.466242,-0.501779,River Colne at Stanwell - level-stage-i-15_min-mASD,0.532,2023-08-09T21:30:00Z,2023-08-09,2893TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2893TH,175206
,523920,TA2392013170,OLDFLEET DRAIN OUTFALL GSM GRIMSBY,53.600439,-0.12883,OLDFLEET DRAIN OUTFALL GSM GRIMSBY - level-stage-i-15_min-mAOD,1.246,2023-08-09T18:45:00Z,2023-08-09,E4964-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E4964,413170
South West - Devon and Cornwall,255163,,Newnham Park,50.401002,-4.039339,NEWNHAM PARK - level-stage-i-15_min-m,0.451,2023-08-09T16:00:00Z,2023-08-09,47119-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,47119,57669
North East - Yorkshire,506211,TA0621147044,Wilfholme Pumping Station,53.908662,-0.384682,,,,,,,,,,,L3231,447044
North West - Cumbria and Lancashire,319823,,Ouse Bridge,54.677997,-3.24495,Ouse Bridge - level-stage-i-15_min-m,0.853,2023-08-09T21:30:00Z,2023-08-09,751110-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,751110,532151
North East - Yorkshire,411200,,Ilkley,53.929346,-1.83091,,,,,,,,,,,F1902,448150
South West - Wessex,371010,,Ridge Way,50.74892,-2.412275,RIDGEWAY GW - level-groundwater-i-15_min-mAOD,56.858,2023-08-09T19:45:00Z,2023-08-09,44241-level-groundwater-i-15_min-mAOD,level,Water Level,900,Groundwater,instantaneous,44241,94450
Midlands - Staffordshire Warwickshire and West Midlands,434937,SP 34937 83312,Longford,52.446651,-1.487391,Blackburn Road - level-stage-i-15_min-mASD,0.368,2023-08-09T21:30:00Z,2023-08-09,2209-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2209,283312
,450570,SZ5057086460,BLACKWATER GS,50.675611,-1.28567,BLACKWATER GS - flow--i-15_min-m3_s,0.161,2023-08-09T21:30:00Z,2023-08-09,E14752-flow--i-15_min-m3_s,flow,Flow,900,,instantaneous,E14752,86460
,,TA0616,BURNHAM HUMBERSIDE BOREHOLE,,,BURNHAM HUMBERSIDE BOREHOLE - level-groundwater-i-15_min-mAOD,7.545,2023-08-09T09:00:00Z,2023-08-09,E4874-level-groundwater-i-15_min-mAOD,level,Water Level,900,Groundwater,instantaneous,E4874,
Midlands - Staffordshire Warwickshire and West Midlands,414080,SK 1408 2030,Hoar Cross,52.780092,-1.792694,Hoar Cross LVL - level-stage-i-15_min-mASD,0.194,2023-08-09T21:30:00Z,2023-08-09,4169-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,4169,320300
,559850,TQ598687,Rainfall station,51.395266,0.296316,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,E15520-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E15520,168750
,,NY5142,Baronwood,,,Baronwood - level-groundwater-i-1_h-m,45.084,2023-08-09T06:00:00Z,2023-08-09,NY54_56-level-groundwater-i-1_h-m,level,Water Level,3600,Groundwater,instantaneous,NY54_56,
,387200,ST8720045224,WARMINSTER GEORGE STREET TO BE WITSD,51.206075,-2.184597,WARMINSTER GEORGE STREET TO BE WITSD - level-stage-i-15_min-m,0.108,2023-08-09T06:00:00Z,2023-08-09,432315-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,432315,145224
Midlands - Staffordshire Warwickshire and West Midlands,434400,SP 34400 78340,Charterhouse Bridge,52.401988,-1.495801,Charterhouse Bridge LVL - level-stage-i-15_min-mASD,0.162,2023-08-09T21:30:00Z,2023-08-09,2218-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2218,278340
Thames - Hertfordshre and North London,507340,TQ0734086290,"Ickenham, Swakeleys Road",51.565274,-0.452775,River Pinn at Ickenham (Swakleys - level-stage-i-15_min-mASD,0.576,2023-08-09T21:30:00Z,2023-08-09,2887TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2887TH,186290
,474550,SU745970,Rainfall station,51.667285,-0.923447,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,274178TP-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,274178TP,197050
North East - Northumberland Durham and Tees,388665,,Shilmoor,55.363152,-2.180351,Shillmoor - level-stage-i-15_min-m,0.043,2023-08-09T18:30:00Z,2023-08-09,022003-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,022003,607700
Thames - Kent and South London,518190,,Kingston Hogsmill,51.405736,-0.302166,RIVER HOGSMILL AT KINGSTON - level-stage-i-15_min-mASD,0.185,2023-08-09T21:30:00Z,2023-08-09,3390TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,3390TH,168780
South West - Devon and Cornwall,207339,,Ponts Vale,50.370495,-4.710608,PONTS VALE - level-stage-i-15_min-m,0.194,2023-08-09T16:00:00Z,2023-08-09,48122-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,48122,55802
North East - Yorkshire,403670,SE036382,Oakworth Mytholmes Lane,53.840383,-1.945702,Oakworth Mytholmes Lane - level-stage-i-15_min-m,0.098,2023-08-09T21:30:00Z,2023-08-09,L1405-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,L1405,438240
Thames - Hertfordshre and North London,553349,TL5334906837,Moreton,51.739256,0.219552,,,,,,,,,,,5425TH,206837
Thames - Hertfordshre and North London,506140,TQ0614082742,Uxbridge,51.533611,-0.47115,RIVER PINN AT UXBRIDGE - level-stage-i-15_min-mASD,0.083,2023-08-09T21:30:00Z,2023-08-09,2889TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2889TH,182742
North East - Northumberland Durham and Tees,385600,,Haydon Bridge,54.976681,-2.226498,Haydon Bridge - level-stage-i-15_min-m,0.403,2023-08-09T21:30:00Z,2023-08-09,023004-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,023004,564700
,386239,SO8623992608,Wombourne LVL,52.531154,-2.204277,Wombourne LVL - level-stage-i-15_min-mASD,0.323,2023-08-09T21:30:00Z,2023-08-09,2706-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2706,292608
Southern - Solent and South Downs,533288,TQ3328828283,Ardingly,51.038451,-0.100268,ARDINGLY OUSE GS - level-stage-i-15_min-mASD,0.083,2023-08-09T21:30:00Z,2023-08-09,E8266-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,E8266,128283
South West - Wessex,353801,,Hooke,50.796871,-2.656876,HOOKE - level-stage-i-15_min-m,0.149,2023-08-09T21:30:00Z,2023-08-09,44219-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,44219,99907
,400250,SK002719,Rainfall station,53.24456,-1.997705,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,558016-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,558016,371950
,568283,TL6828341874,STEEPLE BUMPSTEAD LS GSM,52.0497,0.452722,STEEPLE BUMPSTEAD LS GSM - level-stage-i-15_min-mAOD,73.855,2023-08-09T05:30:00Z,2023-08-09,E41984-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E41984,241874
,601513,TR0151340704,SOUTH WILLESBOROUGH GS,51.130148,0.878664,SOUTH WILLESBOROUGH GS - level-stage-i-15_min-mASD,0.167,2023-08-09T21:30:00Z,2023-08-09,E4420-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,E4420,140704
,183350,SW833432,Rainfall station,50.249425,-5.040268,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T16:00:00Z,2023-08-09,48182-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,48182,43250
South West - Devon and Cornwall,259170,,Jacobstowe,50.799678,-3.999785,JACOBSTOWE - level-stage-i-15_min-m,0.338,2023-08-09T21:00:00Z,2023-08-09,50120-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,50120,101920
,372440,ST7244064862,TWERTON GATE,51.382127,-2.397394,TWERTON GATE - level-stage-i-15_min-mAOD,15.545,2023-08-09T21:30:00Z,2023-08-09,53151-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,53151,164862
North East - Northumberland Durham and Tees,404107,NZ0410950791,Eddys Bridge,54.851887,-1.937552,Eddys Bridge - level-stage-i-15_min-m,0.27,2023-08-09T21:30:00Z,2023-08-09,023002-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,023002,550791
North East - Yorkshire,431874,SE3187425681,Lofthouse,53.726549,-1.518386,,,,,,,,,,,L1719,425681
,349550,SO495284,Rainfall station,51.952233,-2.735485,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,1606-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,1606,228450
Midlands - Shropshire Herefordshire Worcestershire and Gloucestershire,395805,SO9580521230,Cox's Flume,51.889602,-2.062354,"Cheltenham, Cox's Flume LVL - level-stage-i-15_min-mASD",0.333,2023-08-09T21:30:00Z,2023-08-09,2654-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2654,221230
North East - Yorkshire,389970,SD899262,Portsmouth Lennox Road,53.732082,-2.153506,,,,,,,,,,,L12010,426200
,490305,SU90304380,River Wey at Elstead Mill,51.186345,-0.709252,,,,,,,,,,,3045TH,143805
,,SY8195,TOLPUDDLE BALL GW,,,TOLPUDDLE BALL GW - level-groundwater-i-15_min-mAOD,49.817,2023-08-09T06:00:00Z,2023-08-09,43198-level-groundwater-i-15_min-mAOD,level,Water Level,900,Groundwater,instantaneous,43198,
,403876,SP0387692889,Forge Mill Reservoir,52.533844,-1.944283,Forge Mill Reservoir - level-reservoir_level-i-15_min-mAOD,98.64,2023-08-09T21:30:00Z,2023-08-09,5042-level-reservoir_level-i-15_min-mAOD,level,Water Level,900,Reservoir Level,instantaneous,5042,292889
Midlands - Shropshire Herefordshire Worcestershire and Gloucestershire,386510,,Leigh Court,51.926224,-2.197575,Leigh Court LVL - level-stage-i-15_min-mASD,0.543,2023-08-09T21:30:00Z,2023-08-09,2188-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2188,225320
,486372,SP8637255719,YARDLEY HASTINGS EAST FSR GSM,52.192947,-0.737843,YARDLEY HASTINGS EAST FSR GSM - level-stage-i-15_min-mAOD,88.115,2023-08-09T05:30:00Z,2023-08-09,E4481-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E4481,255719
